	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
387	remuneration	remuneration	remuneration	remuneration	remuneration	remuneration
388	remuneration , staff policy	remuneration , staff policy	remuneration , staff policy	remuneration , staff policy	remuneration , staff policy	▁226
389	hkma	hkma	hkma	hkma	hkma	hkma
390	internal	internal	internal	internal	internal	▁46
391	internal audit department	internal audit department	internal audit department	internal audit department	internal audit department	▁47
392	internal control system	internal control system	internal control system	internal control system	internal control system	internal control system
393	external and internal auditor	external and internal auditor	external and internal auditor	external and internal auditor	external and internal auditor	external and internal auditor
394	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
395	accounting principle	accounting principle	accounting principle	accounting principle	accounting principle	accounting principle
396	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
397	hkma	hkma	hkma	hkma	hkma	hkma
398	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
399	system	▁9	system	system	system	▁63
400	issuance	▁22	issuance	currency board	issuance	currency board
401	currency issuance system	currency issuance system	currency issuance system	currency issuance system	currency issuance system	▁245
402	hkma	hkma	hkma	hkma	hkma	hkma
403	protectionism	protectionism	protectionism	protectionism	protectionism	protectionism
404	global economy growth	global economy growth	global economy growth	global economic growth	global economy growth	▁49
405	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism
406	financial condition	financial condition	financial condition	financial condition	financial condition	financial condition
407	kong	kong	kong	kong	kong	▁300
408	real economic activity	real economic activity	real economic activity	real economic activity	real economic activity	▁99
409	us trade tension	sino trade friction	us trade tension	us trade tension	us trade tension	us trade tension
410	▔	protectionism	▔	protectionism	▔	protectionism
411	business and other service	business and other service	business and other service	business and other service	business and other service	business and other service
412	overall investment	overall investment	overall investment	overall investment	overall investment	▁119
413	service import	service import	service import	service import	service import	▁154
414	service export	service export	service export	service export	service export	▁155
415	local demand	local demand	local demand	local demand	local demand	▁156
416	net export	net export	net export	net export	net export	net export
417	business confidence	business confidence	business confidence	business confidence	business confidence	business confidence
418	private consumption	private consumption	private consumption	private consumption	private consumption	private consumption
419	economic expansion	economic expansion	economic expansion	economic expansion	economic expansion	economic expansion
420	industry	industry	industry	inbound tourism	industry	inbound tourism
421	wealth reduction	wealth reduction	wealth reduction	wealth diminishment	wealth reduction	▁237
422	merchandise export	merchandise export	merchandise export	merchandise export	merchandise export	▁242
423	merchandise import	merchandise import	merchandise import	merchandise import	merchandise import	▁243
424	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism
425	trade surplus	trade surplus	trade surplus	trade surplus	trade surplus	▁248
426	asset price adjustment	asset price adjustment	asset price adjustment	asset price adjustment	asset price adjustment	▁251
427	kong economy	kong	kong economy	kong	kong economy	▁300
428	fix capital formation	fix capital formation	fix capital formation	fix capital formation	fix capital formation	fix capital formation
429	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
430	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
431	▔	rate hike	▔	rate hike	▔	interest rate hike
432	system	▁9	system	system	system	▁63
433	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity
434	basis point	basis point	basis point	basis point	basis point	basis point
435	good lending rate	good lending rate	good lending rate	good lending rate	good lending rate	▁151
436	us rate hike	u.s interest rate	us rate hike	us rate hike	us rate hike	▁212
437	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate	▁216
438	system	system	system	system	system	▁220
439	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate
440	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
441	hkma	hkma	hkma	hkma	hkma	hkma
442	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity
443	bank loan	bank loan	bank loan	bank loan	bank loan	bank loan
444	housing	housing	housing	housing	housing	▁31
445	nominal labor cost	nominal labor cost	nominal labor cost	nominal labor cost	nominal labor cost	▁69
446	commercial property rent	commercial property rent	commercial property rent	commercial property rent	commercial property rent	▁70
447	core inflation rate	core inflation rate	core inflation rate	core inflation	core inflation rate	▁78
448	one government relief measure	one government relief measure	one government relief measure	one government relief measure	one government relief measure	▁137
449	new private residential rent	new private residential rent	new private residential rent	new private residential rent	new private residential rent	▁145
450	import price inflation	import price inflation	import price inflation	import price inflation	import price inflation	import price inflation
451	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
452	consumer inflation	consumer inflation	consumer inflation	consumer inflation	consumer inflation	▁166
453	labour market	labour market	labour market	labour market	labour market	labour market
454	accommodation and food service	accommodation and food service	accommodation and food service	accommodation and food service	accommodation and food service	▁30
455	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate
456	labour market	labour market	labour market	labour market	labour market	labour market
457	unemployment rate	unemployment rate	unemployment rate	unemployment rate	unemployment rate	unemployment rate
458	real wage	real wage	real wage	real wage	real wage	real wage
459	service industry	service industry	service industry	service industry	service industry	▁153
460	private	private	private	private	private	▁194
461	labour market	labour market	labour market	labour market	labour market	labour market
462	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
463	us trade tension	sino trade friction	us trade tension	us trade tension	us trade tension	us trade tension
464	major central bank	major central bank	major central bank	major central bank	major central bank	major central bank
465	average daily	average daily	average daily	average daily	average daily	▁109
466	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
467	tightening monetary policy	tightening monetary policy	tightening monetary policy	tightening monetary policy	tightening monetary policy	▁133
468	emerge and innovative industry	emerge and innovative industry	emerge and innovative industry	emerge and innovative industry	emerge and innovative industry	▁147
469	initial public offering	initial public offering	initial public offering	initial public offering	initial public offering	initial public offering
470	ratings and valuation department	ratings and valuation department	ratings and valuation department	ratings and valuation department	ratings and valuation department	▁106
471	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited
472	property market	property market	property market	property market	property market	property market
473	primary and secondary market	primary and secondary market	primary and secondary market	primary and secondary market	primary and secondary market	primary and secondary market
474	us trade tension	sino trade friction	us trade tension	us trade tension	us trade tension	us trade tension
475	mortgage ratio	mortgage ratio	mortgage ratio	mortgage ratio	mortgage ratio	▁132
476	prime rate	good lending rate	prime rate	good lending rate	prime rate	prime rate
477	mortgage ratio	mortgage ratio	mortgage ratio	leverage ratio	mortgage ratio	leverage ratio
478	price ratio	price ratio	price ratio	price ratio	price ratio	price ratio
479	property market	property market	property market	property market	property market	property market
480	property volume	property volume	property volume	property volume	property volume	▁172
481	rental yield	rental yield	rental yield	rental yield	rental yield	rental yield
482	housing affordability	housing affordability	housing affordability	housing affordability	housing affordability	housing affordability
483	non-residential property price	non-residential property price	non-residential property price	non-residential property price	non-residential property price	▁292
484	economic environment	economic environment	economic environment	economic environment	economic environment	economic environment
485	global economic growth	global economy growth	global economic growth	global economic growth	global economic growth	▁49
486	▔	fix capital formation	▔	fix capital formation	▔	fix capital formation
487	▔	unemployment rate	▔	unemployment rate	▔	unemployment rate
488	household income	household income	household income	household income	household income	household income
489	housing supply	housing supply	housing supply	housing supply	housing supply	housing supply
490	construction and property activity	construction and property activity	construction and property activity	construction and property activity	construction and property activity	▁160
491	consumer confidence	consumer confidence	consumer confidence	consumer confidence	consumer confidence	consumer confidence
492	private consumption	private consumption	private consumption	private consumption	private consumption	private consumption
493	sector analyst	sector analyst	sector analyst	sector analyst	sector analyst	▁193
494	wealth diminishment	wealth reduction	wealth diminishment	wealth diminishment	wealth diminishment	▁237
495	capital investment	capital investment	capital investment	capital investment	capital investment	capital investment
496	asset price adjustment	asset price adjustment	asset price adjustment	asset price adjustment	asset price adjustment	▁251
497	▔	kong	▔	kong	▔	▁300
498	labour market	labour market	labour market	labour market	labour market	labour market
499	inflation and labour market	inflation and labour market	inflation and labour market	inflation and labour market	inflation and labour market	▁259
500	labour market	labour market	labour market	labour market	labour market	labour market
501	core inflation	core inflation rate	core inflation	core inflation	core inflation	▁78
502	unemployment rate	unemployment rate	unemployment rate	unemployment rate	unemployment rate	unemployment rate
503	overall inflation rate	overall inflation rate	overall inflation rate	overall inflation rate	overall inflation rate	▁143
504	sector analyst	sector analyst	sector analyst	sector analyst	sector analyst	▁193
505	inbound tourism	industry	inbound tourism	inbound tourism	inbound tourism	inbound tourism
506	mainland	mainland	mainland	mainland	mainland	mainland
507	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical risk	geopolitical tension	▁75
508	real economy activity	real economic activity	real economy activity	real economic activity	real economy activity	▁99
509	business confidence	business confidence	business confidence	business confidence	business confidence	business confidence
510	brexit	brexit	brexit	brexit	brexit	brexit
511	asset market	asset market	asset market	asset market	asset market	asset market
512	▔	financial market	▔	financial market	▔	financial market
513	us trade tension	sino trade friction	us trade tension	us trade tension	us trade tension	us trade tension
514	completion volume	completion volume	completion volume	completion volume	completion volume	▁29
515	supply	supply	supply	supply	supply	▁32
516	land and housing supply	land and housing supply	land and housing supply	land and housing supply	land and housing supply	land and housing supply
517	housing supply	housing supply	housing supply	housing supply	housing supply	housing supply
518	property sector	property market	property sector	property market	property sector	property market
519	financial condition	financial condition	financial condition	financial condition	financial condition	financial condition
520	banking system performance	banking system performance	banking system performance	banking system performance	banking system performance	▁282
521	trade tension	trade tension	trade tension	trade tension	trade tension	▁12
522	normalization rate	interest rate normalization	normalization rate	normalization rate	normalization rate	▁61
523	external challenge	external challenge	external challenge	external challenge	external challenge	▁89
524	liquidity position	liquidity position	liquidity position	liquidity position	liquidity position	▁165
525	brexit	brexit	brexit	brexit	brexit	brexit
526	trade tension	trade tension	trade tension	trade conflict	trade tension	trade conflict
527	capital and liquidity position	capital and liquidity position	capital and liquidity position	capital and liquidity position	capital and liquidity position	capital and liquidity position
528	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
529	financial market	financial market	financial market	financial market	financial market	financial market
530	financial market volatility	financial market volatility	financial market volatility	financial market volatility	financial market volatility	financial market volatility
531	kong system	kong system	kong system	hong kong banking system	kong system	▁305
532	asset liability	asset liability	asset liability	asset liability	asset liability	balance sheet
533	asset liability trends	asset liability trends	asset liability trends	asset liability trends	asset liability trends	▁252
534	mainland china related loan	mainland china related loan	mainland china related loan	mainland china related loan	mainland china related loan	▁7
535	mainland	mainland	mainland	mainland	mainland	mainland
536	mainland loan	mainland loan	mainland loan	mainland loan	mainland loan	mainland lending
537	rate hike	rate hike	rate hike	rate hike	rate hike	interest rate hike
538	loan use within hong kong	loan use within hong kong	loan use within hong kong	loan use within hong kong	loan use within hong kong	▁73
539	loan use outside hong kong	loan use outside hong kong	loan use outside hong kong	loan use outside hong kong	loan use outside hong kong	▁74
540	loan volume growth	loan volume growth	loan volume growth	loan volume growth	loan volume growth	▁246
541	trade conflict	trade tension	trade conflict	trade conflict	trade conflict	trade conflict
542	balance sheet	asset liability	balance sheet	asset liability	balance sheet	balance sheet
543	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
544	debt security	debt security	debt security	debt security	debt security	debt security
545	investment	investment	investment	investment	investment	investment
546	▔	security	▔	security	▔	security
547	rate hike	rate hike	rate hike	rate hike	rate hike	interest rate hike
548	fix deposit rate	fix deposit rate	fix deposit rate	fix deposit rate	fix deposit rate	▁97
549	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio
550	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
551	capital adequacy level	capital adequacy level	capital adequacy level	capital adequacy level	capital adequacy level	▁250
552	comprehensive capital adequacy ratio	comprehensive capital adequacy ratio	comprehensive capital adequacy ratio	comprehensive capital adequacy ratio	comprehensive capital adequacy ratio	▁202
553	leverage ratio	mortgage ratio	leverage ratio	leverage ratio	leverage ratio	leverage ratio
554	statutory minimum requirement	statutory minimum	statutory minimum requirement	statutory minimum	statutory minimum requirement	statutory minimum requirement
555	leverage ratio	mortgage ratio	leverage ratio	leverage ratio	leverage ratio	leverage ratio
556	liquidity condition	liquidity position	liquidity condition	liquidity position	liquidity condition	▁165
557	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement
558	liquidity position	liquidity position	liquidity position	liquidity position	liquidity position	▁165
559	system	▁9	system	system	system	▁63
560	and market	and market	and market	and market	and market	▁85
561	hong kong dollar interest rate	hong kong dollar interest rate	hong kong dollar interest rate	hkd interest rate	hong kong dollar interest rate	hong kong dollar interest rate
562	spot exchange rate	spot exchange rate	spot exchange rate	spot exchange rate	spot exchange rate	spot exchange rate
563	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
564	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
565	exchange	exchange	exchange	exchange	exchange	▁88
566	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve
567	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
568	currency board	▁22	currency board	currency board	currency board	currency board
569	bond	bond	bond	bond	bond	▁36
570	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
571	banknote and coin issue government	banknote and coin issue government	banknote and coin issue government	banknote and coin issue government	banknote and coin issue government	▁138
572	note bank	issue bank	note bank	issue bank	note bank	note bank
573	banknote	note	banknote	banknote	banknote	banknote
574	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
575	deposit certificate	deposit certificate	deposit certificate	deposit certificate	deposit certificate	▁234
576	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
577	authority	hkma	authority	hkma	authority	hkma
578	exchange range	exchange range	exchange range	exchange range	exchange range	▁42
579	strong exchange guarantee	strong exchange guarantee	strong exchange guarantee	strong exchange guarantee	strong exchange guarantee	▁112
580	strong exchange guarantee rate	strong exchange guarantee rate	strong exchange guarantee rate	strong exchange guarantee rate	strong exchange guarantee rate	▁113
581	hkd interest rate	hong kong dollar interest rate	hkd interest rate	hkd interest rate	hkd interest rate	hong kong dollar interest rate
582	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
583	authority	hkma	authority	hkma	authority	hkma
584	liquidity	interbank liquidity	liquidity	interbank liquidity	liquidity	interbank liquidity
585	exchange market	exchange	exchange market	exchange	exchange market	▁88
586	carry trade	carry trade	carry trade	carry trade	carry trade	carry trade
587	dollar exchange market	dollar exchange market	dollar exchange market	dollar exchange market	dollar exchange market	▁170
588	stock market sentiment	stock market sentiment	stock market sentiment	stock market sentiment	stock market sentiment	stock market sentiment
589	banking liquidity	interbank liquidity	banking liquidity	interbank liquidity	banking liquidity	interbank liquidity
590	bond	bond	bond	bond	bond	▁36
591	exchange rate system	▁9	exchange rate system	system	exchange rate system	▁63
592	foreign exchange reserve	foreign exchange reserve	foreign exchange reserve	foreign exchange reserve	foreign exchange reserve	foreign exchange reserve
593	fund	exchange fund	fund	exchange fund	fund	exchange fund
594	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
595	system	system	system	system	system	▁220
596	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
597	authority	hkma	authority	hkma	authority	hkma
598	bond	bond	bond	bond	bond	▁36
599	fund	exchange fund	fund	exchange fund	fund	exchange fund
600	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
601	bond	bond	bond	bond	bond	▁36
602	fund	exchange fund	fund	exchange fund	fund	exchange fund
603	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
604	rate hike	rate hike	rate hike	rate hike	rate hike	interest rate hike
605	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity
606	base rate	base rate	base rate	base rate	base rate	base rate
607	basis point	basis point	basis point	basis point	basis point	basis point
608	seasonal liquidity need	seasonal liquidity need	seasonal liquidity need	seasonal liquidity need	seasonal liquidity need	seasonal liquidity need
609	new share issuance	new share issuance	new share issuance	new share issuance	new share issuance	▁146
610	good lending rate	good lending rate	good lending rate	good lending rate	good lending rate	▁151
611	short interest	short interest	short interest	short interest	short interest	▁186
612	us rate hike	u.s interest rate	us rate hike	us rate hike	us rate hike	▁212
613	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate	▁216
614	federal fund rate target range	federal fund rate target range	federal fund rate target range	federal fund rate target range	federal fund rate target range	▁217
615	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate
616	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity	interbank liquidity
617	interest kong	hong kong interbank offer rate	interest kong	hkd interbank rate	interest kong	▁304
618	base rate	base rate	base rate	base rate	base rate	base rate
619	basis point	basis point	basis point	basis point	basis point	basis point
620	us federal fund rate	federal fund rate	us federal fund rate	federal fund rate	us federal fund rate	▁216
621	us federal fund rate target range	federal fund rate target range	us federal fund rate target range	federal fund rate target range	us federal fund rate target range	▁217
622	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate	federal fund rate
623	hkd interbank rate	hong kong interbank offer rate	hkd interbank rate	hkd interbank rate	hkd interbank rate	▁304
624	hong kong interbank rates	hong kong interbank offer rate	hong kong interbank rates	hkd interbank rate	hong kong interbank rates	▁304
625	discount window	discount window	discount window	discount window	discount window	discount window
626	discount window lending	discount window lending	discount window lending	discount window lending	discount window lending	▁247
627	system	▁9	system	system	system	▁63
628	normalization rate	interest rate normalization	normalization rate	normalization rate	normalization rate	▁61
629	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
630	fund	▁11	fund	fund	fund	▁80
631	exchange market	and market	exchange market	and market	exchange market	▁85
632	technical detail	technical detail	technical detail	technical detail	technical detail	technical detail
633	article iv consultation	article iv consultation	article iv consultation	article iv consultation	article iv consultation	article iv consultation
634	▔	system	▔	system	▔	▁220
635	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
636	authority	hkma	authority	hkma	authority	hkma
637	financial sector	financial technology	financial sector	financial service	financial sector	financial service
638	financial sector	financial sector	financial sector	financial sector	financial sector	▁264
639	financial sector	financial system	financial sector	financial system	financial sector	financial system
640	bond	bond	bond	bond	bond	▁36
641	mainland	mainland	mainland	mainland	mainland	mainland
642	mainland lending	mainland loan	mainland lending	mainland loan	mainland lending	mainland lending
643	interest rate risk	interest rate risk	interest rate risk	interest rate risk	interest rate risk	interest rate risk
644	stress test	stress test	stress test	stress test	stress test	▁83
645	exchange	exchange fund	exchange	exchange fund	exchange	exchange fund
646	sound banking system	sound banking system	sound banking system	sound banking system	sound banking system	sound banking system
647	system	system	system	system	system	▁220
648	discount window	discount window	discount window	discount window	discount window	discount window
649	authority	hkma	authority	hkma	authority	hkma
650	risk management	risk management	risk management	risk management	risk management	risk management
651	or low limit	or low limit	or low limit	or low limit	or low limit	▁1
652	foreign reserve	exchange fund	foreign reserve	exchange fund	foreign reserve	exchange fund
653	support ratio	support ratio	support ratio	support ratio	support ratio	▁130
654	support asset	support asset	support asset	support asset	support asset	▁131
655	exchange system	system	exchange system	system	exchange system	▁220
656	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
657	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
658	currency board	▁22	currency board	currency board	currency board	currency board
659	support ratio	support ratio	support ratio	support ratio	support ratio	▁130
660	▔	▁12	▔	▁8	▔	▁82
661	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
662	central bank	central bank	central bank	central bank	central bank	central bank
663	website	website	website	website	website	▁207
664	▔	system	▔	system	▔	▁220
665	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
666	currency board	▁22	currency board	currency board	currency board	currency board
667	currency board system	currency issuance system	currency board system	currency issuance system	currency board system	▁245
668	authority	hkma	authority	hkma	authority	hkma
669	authority website	hkma website	authority website	hkma website	authority website	hkma website
670	major central bank	major central bank	major central bank	major central bank	major central bank	major central bank
671	focused scholar program	focused scholar program	focused scholar program	focused scholar program	focused scholar program	▁103
672	policy	policy	policy	policy	policy	▁140
673	policy seminar	policy seminar	policy seminar	policy seminar	policy seminar	▁141
674	research institution	research institution	research institution	research institution	research institution	▁142
675	research center	research center	research center	center	research center	▁187
676	▔	▁20	▔	research scholar	▔	▁188
677	research	research	research	research	research	▁189
678	seminar	seminar	seminar	seminar	seminar	▁191
679	visit scholar program	visit scholar program	visit scholar program	visit scholar program	visit scholar program	▁232
680	authority	hkma	authority	hkma	authority	hkma
681	banking	▁25	banking	banking	banking	banking sector
682	banking and finance	banking and finance	banking and finance	banking and finance	banking and finance	banking and finance
683	kong research	kong research	kong research	kong research	kong research	▁303
684	▔	person 's bank of china	▔	person 's bank of china	▔	▁3
685	▔	▁1	▔	▁0	▔	▁5
686	china expert network seminar	china expert network seminar	china expert network seminar	china expert network seminar	china expert network seminar	▁8
687	china economic annual conference	china economic annual conference	china economic annual conference	china economic annual conference	china economic annual conference	▁9
688	annual conference on microstructure in central bank financial market	annual conference on microstructure in central bank financial market	annual conference on microstructure in central bank financial market	annual conference on microstructure in central bank financial market	annual conference on microstructure in central bank financial market	▁10
689	asia office	asia office	asia office	asia office	asia office	▁18
690	mainland	mainland	mainland	mainland	mainland	mainland
691	mainland real estate market	mainland real estate market	mainland real estate market	mainland real estate market	mainland real estate market	▁44
692	state council	sasac	state council	state council	state council	state council
693	development research center of the state council	development research center of the state council	development research center of the state council	development research center of the state council	development research center of the state council	▁72
694	real estate	real estate	real estate	real estate	real estate	real estate
695	▔	▁19	▔	▁14	▔	▁162
696	center	research center	center	center	center	▁187
697	research scholar	▁20	research scholar	research scholar	research scholar	▁188
698	research paper	research paper	research paper	research paper	research paper	▁190
699	conference	seminar	conference	seminar	conference	▁191
700	▔	internet	▔	cyber	▔	▁208
701	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁215
702	authority	hkma	authority	hkma	authority	hkma
703	financial market	financial market	financial market	financial market	financial market	financial market
704	customer corporate culture	customer corporate culture	customer corporate culture	customer corporate culture	customer corporate culture	customer corporate culture
705	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
706	insurance product	insurance product	insurance product	insurance product	insurance product	insurance product
707	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
708	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management
709	conduct regulation	conduct regulation	conduct regulation	conduct regulation	conduct regulation	▁126
710	continuity resilience	continuity resilience	continuity resilience	continuity resilience	continuity resilience	▁159
711	liquidity and credit risk management system	liquidity and credit risk management system	liquidity and credit risk management system	liquidity and credit risk management system	liquidity and credit risk management system	liquidity and credit risk management system
712	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service
713	technological risk management	technological risk management	technological risk management	technological risk management	technological risk management	▁196
714	cyber	internet	cyber	cyber	cyber	▁208
715	cyber threat	cyber threat	cyber threat	cyber threat	cyber threat	▁210
716	hkma	hkma	hkma	hkma	hkma	hkma
717	financial market	financial market	financial market	financial market	financial market	financial market
718	financial	financial technology	financial	fintech	financial	fintech
719	banking system	▁25	banking system	banking	banking system	banking sector
720	risk management	risk management	risk management	risk management	risk management	risk management
721	kong banking	kong system	kong banking	hong kong banking system	kong banking	▁305
722	international supervisory standard	international regulatory standard	international supervisory standard	international regulatory standard	international supervisory standard	international regulatory standard
723	large exposure limit	large exposure limit	large exposure limit	large exposure limit	large exposure limit	large exposure limit
724	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	▁114
725	money laundering	anti laundering	money laundering	anti-money laundering	money laundering	anti-money laundering
726	money terrorist financing	anti laundering and counter financing	money terrorist financing	anti laundering and counter financing	money terrorist financing	aml
727	disclosure standard	disclosure standard	disclosure standard	disclosure standard	disclosure standard	disclosure standard
728	liquidity standard	liquidity standard	liquidity standard	liquidity standard	liquidity standard	liquidity standard
729	supervisory standard	regulatory standard	supervisory standard	regulatory standard	supervisory standard	regulatory standard
730	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
731	capital adequacy standard	capital adequacy standard	capital adequacy standard	capital adequacy standard	capital adequacy standard	capital adequacy standard
732	hkma	hkma	hkma	hkma	hkma	hkma
733	▔	▁25	▔	banking	▔	banking sector
734	risk approach	risk approach	risk approach	risk approach	risk approach	risk approach
735	minimum capital absorption capacity	minimum capital absorption capacity	minimum capital absorption capacity	minimum capital absorption capacity	minimum capital absorption capacity	▁150
736	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	▁227
737	hkma	hkma	hkma	hkma	hkma	hkma
738	hkma	hkma	hkma	hkma	hkma	hkma
739	financial service	financial technology	financial service	financial service	financial service	financial service
740	financial infrastructure	financial system	financial infrastructure	financial system	financial infrastructure	financial system
741	kong economic	kong	kong economic	kong	kong economic	▁300
742	prudent supervision	prudential supervision	prudent supervision	macroprudential measure	prudent supervision	prudential supervision
743	license bank	license bank	license bank	license bank	license bank	license bank
744	restrict license bank	restrict licence bank	restrict license bank	restrict licence bank	restrict license bank	restrict licence bank
745	financial market	financial market	financial market	financial market	financial market	financial market
746	prudential regulatory	prudential supervision	prudential regulatory	macroprudential measure	prudential regulatory	prudential supervision
747	prudential regulatory framework	prudential regulatory framework	prudential regulatory framework	prudential regulatory framework	prudential regulatory framework	prudential regulatory framework
748	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	▁184
749	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	▁227
750	resolution authority	resolution authority	resolution authority	resolution authority	resolution authority	resolution authority
751	resolution legislation	resolution legislation	resolution legislation	resolution legislation	resolution legislation	resolution legislation
752	▔	▁21	▔	▁15	▔	▁229
753	hkma	hkma	hkma	hkma	hkma	hkma
754	financial system	financial system	financial system	financial system	financial system	financial system
755	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
756	external auditor	external auditor	external auditor	external auditor	external auditor	external auditor
757	off review	off review	off review	onsite review	off review	▁177
758	hkma	hkma	hkma	hkma	hkma	hkma
759	financial technology	financial technology	financial technology	fintech	financial technology	fintech
760	off review	off review	off review	off review	off review	off review
761	risk management	risk management	risk management	risk management	risk management	risk management
762	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
763	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management
764	mpf	mpf	mpf	mpf	mpf	▁57
765	market risk	market risk	market risk	market risk	market risk	market risk
766	market risk management	market risk management	market risk management	market risk management	market risk management	market risk management
767	mpf	mandatory provident fund	mpf	mandatory provident fund	mpf	mandatory provident fund
768	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
769	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
770	▔	anti laundering and counter financing	▔	anti laundering and counter financing	▔	aml
771	investment product	investment product	investment product	investment product	investment product	investment product
772	onsite examination	off review	onsite examination	onsite review	onsite examination	▁177
773	security	security	security	security	security	security
774	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
775	hkma	hkma	hkma	hkma	hkma	hkma
776	off review	off review	off review	off review	off review	off review
777	risk management	risk management	risk management	risk management	risk management	risk management
778	hkma	hkma	hkma	hkma	hkma	hkma
779	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
780	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
781	mainland	mainland	mainland	mainland	mainland	mainland
782	mainland loan	mainland loan	mainland loan	mainland loan	mainland loan	mainland lending
783	mainland	mainland	mainland	mainland	mainland	mainland
