	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
494	график поставка по прогноз	график поставка	график поставка по прогноз	график поставка	график поставка по прогноз	▁89
495	планировать	программа	планировать	расписание	планировать	планирование
496	использование	использование	использование	использование	использование	▁103
497	изменить	изменить	изменить	изменить	изменить	изменить
498	▔	тип	▔	тип	▔	тип
499	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
500	вывод	▁4	вывод	вывод	вывод	вывод
501	тип	тип	тип	тип	тип	тип
502	отключить	отключить	отключить	отключить	отключить	▁32
503	числовой	числовой	числовой	числовой	числовой	числовой
504	тип документ	тип документ	тип документ	тип документ	тип документ	▁34
505	получить	получение	получить	получить	получить	получить
506	категория	категория	категория	категория	категория	категория
507	обновление	обновить	обновление	обновить	обновление	обновить
508	резюме	свод	резюме	резюме	резюме	резюме
509	дать выставление	дать выставление	дать выставление	дать выставление	дать выставление	▁13
510	присвоение единый счёт	присвоение единый счёт	присвоение единый счёт	присвоение единый счёт	присвоение единый счёт	▁86
511	отменить	отменить	отменить	отменить	отменить	отменить
512	▔	▁2	▔	▁1	▔	▁27
513	подтип	подтип	подтип	подтип	подтип	▁91
