	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
341	credit support	credit support	credit support	credit support	credit support	credit support
342	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment
343	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
344	macroeconomic environment	economic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	economic environment
345	operational and technology risks	operational and technology risks	operational and technology risks	operational and technology risk	operational and technology risks	operational and technology risk
346	triple datum backup	triple datum backup	triple datum backup	triple datum backup	triple datum backup	▁1
347	operational resilience	sound operation	operational resilience	operational resilience	operational resilience	operational resilience
348	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
349	operational resilience cyber defense capability	operational resilience cyber defense capability	operational resilience cyber defense capability	operational resilience cyber defense capability	operational resilience cyber defense capability	▁240
350	datum governance	datum governance	datum governance	datum governance	datum governance	datum governance
351	third service provider	third service provider	third service provider	third service provider	third service provider	third service provider
352	third service provider risk management	third service provider risk management	third service provider risk management	third service provider risk management	third service provider risk management	▁182
353	counter financing	counter financing	counter financing	counter financing	counter financing	terrorist financing
354	anti	anti-money laundering	anti	anti-money laundering	anti	▁111
355	▔	▁12	▔	▁8	▔	▁154
356	mule account network	mule account network	mule account network	mule account network	mule account network	mule account network
357	public partnership	public partnership	public partnership	public partnership	public partnership	public partnership
358	compliance technology laboratory	aml regtech lab	compliance technology laboratory	aml regtech lab	compliance technology laboratory	aml regtech lab
359	technology	aml technology	technology	aml technology	technology	▁65
360	macro capability	macro capability	macro capability	macro capability	macro capability	▁93
361	counter financing	counter financing	counter financing	counter financing	counter financing	terrorist financing
362	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	▁111
363	▔	▁12	▔	▁8	▔	▁154
364	technology	regulatory technology	technology	regulatory technology	technology	▁173
365	information share platform bank	information share platform bank	information share platform bank	information share platform bank	information share platform bank	▁250
366	▔	▁20	▔	risk approach	▔	risk approach
367	fund	mpf	fund	fund	fund	▁51
368	investment product	investment product	investment product	investment product	investment product	investment product
369	digital distribution and advisory platform	digital distribution and advisory platform	digital distribution and advisory platform	digital distribution and advisory platform	digital distribution and advisory platform	digital distribution and advisory platform
370	on examination	on examination	on examination	on examination	on examination	on examination
371	security	security	security	security	security	security
372	cross connect	cross connect	cross connect	cross connect	cross connect	cross wealth management connect
373	long insurance product	long insurance product	long insurance product	long insurance product	long insurance product	▁257
374	off monitoring	off monitoring	off monitoring	off monitoring	off monitoring	▁278
375	trust business	trust business	trust business	trust business	trust business	trust business
376	investment product	investment product	investment product	investment product	investment product	investment product
377	▔	▁13	▔	▁9	▔	▁157
378	sfc	security	sfc	security	sfc	security
379	professional investor	professional investor	professional investor	professional investor	professional investor	▁231
380	cross wealth management connect	cross connect	cross wealth management connect	cross connect	cross wealth management connect	cross wealth management connect
381	financial market	financial market	financial market	financial market	financial market	financial market
382	payment ordinance	payment ordinance	payment ordinance	payment ordinance	payment ordinance	▁122
383	standard body	standard body	standard body	standard body	standard body	standard body
384	▔	▁18	▔	financial infrastructure	▔	▁245
385	financial market	financial market	financial market	financial market	financial market	financial market
386	basel standards	basel standards	basel standards	basel standards	basel standards	▁102
387	credit valuation adjustment risk	credit valuation adjustment risk	credit valuation adjustment risk	credit valuation adjustment risk	credit valuation adjustment risk	credit valuation adjustment risk
388	target revision to the credit valuation adjustment risk framework	target revision to the credit valuation adjustment risk framework	target revision to the credit valuation adjustment risk framework	target revision to the credit valuation adjustment risk framework	target revision to the credit valuation adjustment risk framework	▁26
389	output floor requirement	output floor requirement	output floor requirement	output floor requirement	output floor requirement	output floor requirement
390	prudential treatment of cryptoasset exposure	prudential treatment of cryptoasset exposure	prudential treatment of cryptoasset exposure	prudential treatment of cryptoasset exposure	prudential treatment of cryptoasset exposure	prudential treatment of cryptoasset exposure
391	basel iii	basel iii	basel iii	basel iii	basel iii	basel iii
392	basel iii : finalising post reform	basel iii : finalising post reform	basel iii : finalising post reform	basel iii : finalising post reform	basel iii : finalising post reform	▁101
393	basel committee	basel committee	basel committee	basel committee	basel committee	basel committee
394	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
395	minimum capital requirement for market risk	minimum capital requirement for market risk	minimum capital requirement for market risk	minimum capital requirement for market risk	minimum capital requirement for market risk	minimum capital requirement for market risk
396	▔	exposure	▔	▁5	▔	▁113
397	operational risk	operational risk	operational risk	operational risk	operational risk	operational risk
398	industry consultation	industry consultation	industry consultation	industry consultation	industry consultation	industry consultation
399	leverage ratio framework	leverage ratio framework	leverage ratio framework	leverage ratio framework	leverage ratio framework	leverage ratio framework
400	countercyclical capital	countercyclical capital	countercyclical capital	countercyclical capital	countercyclical capital	▁151
401	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
402	banking ( capital ) rule	banking ( capital ) rule	banking ( capital ) rule	banking ( capital ) rule	banking ( capital ) rule	▁254
403	exposures	exposure	exposures	▁5	exposures	▁113
404	exposures limit	exposures limit	exposures limit	exposure limit	exposures limit	exposure limit
405	sovereign concentration risk	sovereign concentration risk	sovereign concentration risk	sovereign concentration risk	sovereign concentration risk	sovereign concentration risk
406	basel iii	basel iii	basel iii	basel iii	basel iii	basel iii
407	exposure	exposure	exposure	▁5	exposure	▁113
408	banking ( exposure limit ) rule	banking ( exposure limit ) rule	banking ( exposure limit ) rule	banking ( exposure limit ) rule	banking ( exposure limit ) rule	banking ( exposure limit ) rule
409	exposure limit	exposures limit	exposure limit	exposure limit	exposure limit	exposure limit
410	liquidity standards	liquidity	liquidity standards	liquidity	liquidity standards	liquidity position
411	2023 liquidity amendment rule	2023 liquidity amendment rule	2023 liquidity amendment rule	2023 liquidity amendment rule	2023 liquidity amendment rule	▁0
412	basel iii	basel iii	basel iii	basel iii	basel iii	basel iii
413	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
414	banking ( liquidity ) rule	banking ( liquidity ) rule	banking ( liquidity ) rule	banking ( liquidity ) rule	banking ( liquidity ) rule	banking ( liquidity ) rule
415	disclosure standards	disclosure standard	disclosure standards	disclosure standard	disclosure standards	disclosure standard
416	revise market risk disclosure requirement	revise market risk disclosure requirement	revise market risk disclosure requirement	revise market risk disclosure requirement	revise market risk disclosure requirement	▁32
417	revise leverage ratio disclosure requirement	revise leverage ratio disclosure requirement	revise leverage ratio disclosure requirement	revise leverage ratio disclosure requirement	revise leverage ratio disclosure requirement	▁33
418	basel iii	basel iii	basel iii	basel iii	basel iii	basel iii
419	basel committee	basel committee	basel committee	basel committee	basel committee	basel committee
420	market risk disclosure requirement	market risk disclosure requirement	market risk disclosure requirement	market risk disclosure requirement	market risk disclosure requirement	market risk disclosure requirement
421	leverage ratio disclosure requirement	leverage ratio disclosure requirement	leverage ratio disclosure requirement	leverage ratio disclosure requirement	leverage ratio disclosure requirement	leverage ratio disclosure requirement
422	standard disclosure template	standard disclosure template	standard disclosure template	standard disclosure template	standard disclosure template	▁144
423	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
424	window	window	window	window	window	window
425	institutional governance	institutional governance	institutional governance	institutional governance	institutional governance	▁146
426	central banking	central bank	central banking	central banking	central banking	central banking
427	central banking institution	central banking institution	central banking institution	central banking institution	central banking institution	central banking institution
428	institutional governance	institutional governance	institutional governance	institutional governance	institutional governance	▁146
429	statutory duty	statutory duty	statutory duty	statutory duty	statutory duty	▁152
430	institutional governance	institutional governance	institutional governance	institutional governance	institutional governance	▁146
431	governance framework	governance framework	governance framework	governance framework	governance framework	▁147
432	control measure	control measure	control measure	control measure	control measure	▁171
433	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region
434	hong kong special administrative region government	hong kong special administrative region government	hong kong special administrative region government	hong kong special administrative region ( hksar ) government	hong kong special administrative region government	▁281
435	public officer	public officer	public officer	public officer	public officer	public officer
436	hksar	hksar	hksar	hksar	hksar	hksar
437	delegated	delegated	delegated	delegated	delegated	▁237
438	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
439	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region
440	hong kong special administrative region ( hksar ) government	hong kong special administrative region government	hong kong special administrative region ( hksar ) government	hong kong special administrative region ( hksar ) government	hong kong special administrative region ( hksar ) government	▁281
441	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁60
442	mean implementation	mean implementation	mean implementation	mean implementation	mean implementation	▁79
443	policy objective	policy objective	policy objective	policy objective	policy objective	policy objective
444	▔	dollar	▔	dollar	▔	hkd
445	$	$	$	us dollar	$	us dollar
446	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
447	monetary policy objective	monetary policy objective	monetary policy objective	monetary policy objective	monetary policy objective	monetary policy objective
448	currency board system	currency board system	currency board system	currency board system	currency board system	▁219
449	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
450	monetary system	monetary system	monetary system	monetary system	monetary system	monetary system
451	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
452	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin
453	market development measure	market development measure	market development measure	market development measure	market development measure	▁169
454	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
455	▔	▁16	▔	▁11	▔	▁214
456	▔	▁17	▔	▁12	▔	▁215
457	financial	▁18	financial	financial infrastructure	financial	▁245
458	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
459	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
460	delegated	delegated	delegated	delegated	delegated	▁237
461	delegated power	delegated power	delegated power	delegated authority	delegated power	delegated authority
462	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
463	accountability and transparency	accountability and transparency	accountability and transparency	accountability and transparency	accountability and transparency	accountability and transparency
464	policy objective	policy objective	policy objective	policy objective	policy objective	policy objective
465	official reserve	official reserve	official reserve	official reserve	official reserve	official reserve
466	financial infrastructure	▁18	financial infrastructure	financial infrastructure	financial infrastructure	▁245
467	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
468	media	media	media	media	media	▁91
469	▔	▁4	▔	▁3	▔	▁75
470	confidential information	confidential information	confidential information	confidential information	confidential information	confidential information
471	statutory restriction	statutory restriction	statutory restriction	statutory restriction	statutory restriction	statutory restriction
472	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
473	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
474	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
475	media	media	media	media	media	▁91
476	periodicals and special publication	periodicals and special publication	periodicals and special publication	periodicals and special publication	periodicals and special publication	▁141
477	institutional functions	institutional functions	institutional functions	institutional functions	institutional functions	▁149
478	consumer information	consumer information	consumer information	consumer information	consumer information	consumer information
479	supervisory resource	supervisory resource	supervisory resource	supervisory resource	supervisory resource	▁174
480	social media platform	social media platform	social media platform	social media platform	social media platform	social media platform
481	briefing material	briefing material	briefing material	briefing material	briefing material	▁184
482	bilingual website	bilingual website	bilingual website	bilingual website	bilingual website	▁268
483	central bank	central bank	central bank	central banking	central bank	central banking
484	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
485	fund	fund	fund	fund	fund	imf
486	exchange fund and currency board account	exchange fund and currency board account	exchange fund and currency board account	exchange fund and currency board account	exchange fund and currency board account	▁85
487	currency board sub of the exchange fund advisory committee	currency board sub of the exchange fund advisory committee	currency board sub of the exchange fund advisory committee	currency board sub of the exchange fund advisory committee	currency board sub of the exchange fund advisory committee	currency board sub of the exchange fund advisory committee
488	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard
489	currency board sub	currency board sub	currency board sub	currency board committee	currency board sub	currency board sub
490	currency board system	currency board system	currency board system	currency board system	currency board system	▁219
491	currency board system	currency board system	currency board system	currency board system	currency board system	▁220
492	currency board account	currency board account	currency board account	currency board account	currency board account	currency board account
493	subcommittes	subcommittes	subcommittes	subcommittes	subcommittes	▁10
494	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
495	member	member	member	member	member	member
496	financial affair panel	financial affair panel	financial affair panel	financial affair panel	financial affair panel	▁216
497	control measure	control measure	control measure	control measure	control measure	▁171
498	internal and external audit function	internal and external audit function	internal and external audit function	internal and external audit function	internal and external audit function	internal and external audit function
499	internal and external control mechanism	internal and external control mechanism	internal and external control mechanism	internal and external control mechanism	internal and external control mechanism	internal and external control mechanism
500	external audit	external audit	external audit	external audit	external audit	external audit
501	code of conduct	code of conduct	code of conduct	code of conduct	code of conduct	code of conduct
502	code of conduct	code of conduct	code of conduct	code of conduct	code of conduct	code of conduct
503	ethical and legal responsibility	ethical and legal responsibility	ethical and legal responsibility	ethical and legal responsibility	ethical and legal responsibility	ethical and legal responsibility
504	operational controls	operational controls	operational controls	operational controls	operational controls	▁239
505	control measure	control measure	control measure	control measure	control measure	▁171
506	first line of defense	first line of defense	first line of defense	first line of defense	first line of defense	▁181
507	institutional risk management	institutional risk management	institutional risk management	institutional risk management	institutional risk management	▁150
508	institutional level	institutional level	institutional level	institutional	institutional level	▁145
509	institution risk management	institutional risk management	institution risk management	institutional risk management	institution risk management	▁150
510	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
511	control measure	control measure	control measure	control measure	control measure	▁171
512	mitigation strategy	mitigation strategy	mitigation strategy	mitigation strategy	mitigation strategy	▁197
513	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
514	internal audit	internal audit	internal audit	internal audit	internal audit	internal audit
515	control measure	control measure	control measure	control measure	control measure	▁171
516	internal audit division of the hkma	internal audit division of the hkma	internal audit division of the hkma	internal audit division of the hkma	internal audit division of the hkma	internal audit division of the hkma
517	external audit	external audit	external audit	external audit	external audit	external audit
518	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance
519	financial statement exchange fund	financial statement exchange fund	financial statement exchange fund	exchange fund financial statement	financial statement exchange fund	exchange fund financial statements
520	audit commission	audit commission	audit commission	audit commission	audit commission	audit commission
521	sar government	hksar	sar government	hksar	sar government	hksar
522	kong sar government	kong sar government	kong sar government	kong sar government	kong sar government	▁282
523	commission kong sar government	commission kong sar government	commission kong sar government	commission kong sar government	commission kong sar government	▁283
524	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong
525	covid	covid	covid	covid	covid	covid
526	real economic activity	real economic activity	real economic activity	real economic activity	real economic activity	▁96
527	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong
528	mandatory quarantine requirement	mandatory quarantine requirement	mandatory quarantine requirement	mandatory quarantine requirement	mandatory quarantine requirement	▁106
529	▔	▁9	▔	▁6	▔	▁124
530	overall investment expenditure	overall investment expenditure	overall investment expenditure	overall investment expenditure	overall investment expenditure	overall investment expenditure
531	covid	covid	covid	covid	covid	covid
532	consumption voucher scheme	consumption voucher scheme	consumption voucher scheme	consumption voucher scheme	consumption voucher scheme	consumption voucher scheme
533	inbound tourism activity	inbound tourism activity	inbound tourism activity	inbound tourism activity	inbound tourism activity	inbound tourism activity
534	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	▁284
535	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
536	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
537	gross domestic fix capital formation	gross domestic fix capital formation	gross domestic fix capital formation	gross domestic fix capital formation	gross domestic fix capital formation	gross domestic fix capital formation
538	nominal wage growth	nominal wage growth	nominal wage growth	nominal wage growth	nominal wage growth	nominal wage growth
539	commercial property rent	commercial property rent	commercial property rent	commercial property rent	commercial property rent	▁74
540	external energy and food price	external energy and food price	external energy and food price	external energy and food price	external energy and food price	external energy and food price
541	headline inflation rate	headline inflation rate	headline inflation rate	headline inflation rate	headline inflation rate	headline inflation rate
542	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure
543	labour force	labour force	labour force	labour force	labour force	labour force
544	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate	labour force participation rate
545	private sector job vacancy	private sector job vacancy	private sector job vacancy	private sector job vacancy	private sector job vacancy	▁180
546	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
547	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department	census and statistics department
548	russia situation	russia situation	russia situation	russia situation	russia situation	russia situation
549	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
550	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
551	covid	covid	covid	covid	covid	covid
552	kong market	kong market	kong market	local stock market	kong market	▁142
553	global economic outlook	global economic outlook	global economic outlook	global economic outlook	global economic outlook	▁168
554	economic outlook	economic outlook	economic outlook	economic outlook	economic outlook	▁187
555	us	us	us	us	us	▁199
556	residential property market	residential property market	residential property market	residential property market	residential property market	residential property market
557	homeowner	homeowner	homeowner	homeowner	homeowner	▁23
558	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	▁109
559	mortgage repayment burden	mortgage repayment burden	mortgage repayment burden	mortgage repayment burden	mortgage repayment burden	▁118
560	mortgage interest rate	mortgage interest rate	mortgage interest rate	mortgage rate	mortgage interest rate	mortgage interest rate
561	home affordability	home affordability	home affordability	home affordability	home affordability	▁198
562	non-residential property market	non-residential property market	non-residential property market	non-residential property market	non-residential property market	non-residential property market
563	rating and valuation department	rating and valuation department	rating and valuation department	rating and valuation department	rating and valuation department	rating and valuation department
564	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hkex	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited
565	economic outlook	economic outlook	economic outlook	economic outlook	economic outlook	▁187
566	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
567	advanced economy	advanced economy	advanced economy	advanced economy	advanced economy	advanced economy
568	inbound tourism	inbound tourism	inbound tourism	inbound tourism	inbound tourism	inbound tourism
569	mainland kong	mainland and hong kong	mainland kong	mainland and hong kong	mainland kong	mainland and hong kong
570	policy rate trajectory	policy rate trajectory	policy rate trajectory	policy rate trajectory	policy rate trajectory	▁127
571	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
572	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
573	capital expenditure	capital expenditure	capital expenditure	capital expenditure	capital expenditure	▁230
574	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	hong kong 's 's goods export	▁284
575	performance of the banking system	performance of the banking system	performance of the banking system	performance of the banking system	performance of the banking system	▁256
576	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
577	debt	debt	debt	bad doubtful debt	debt	▁73
578	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment
579	covid	covid	covid	covid	covid	covid
580	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
581	liquidity position	liquidity position	liquidity position	liquidity position	liquidity position	▁155
582	net interest income	net interest income	net interest income	net interest income	net interest income	net interest income
583	macroeconomic environment	economic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	economic environment
584	and	and	and	and	and	▁224
585	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
586	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
587	mainland china	mainland china	mainland china	mainland china	mainland china	mainland china
588	mainland china	mainland china	mainland china	mainland china	mainland china	▁3
589	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage
590	credit card loan	credit card loan	credit card loan	credit card loan	credit card loan	▁28
591	loan coverage ratio	loan coverage ratio	loan coverage ratio	loan coverage ratio	loan coverage ratio	▁30
592	mainland china	mainland china	mainland china	mainland china	mainland china	▁44
593	property developer	property developer	property developer	property developer	property developer	property developer
594	realizable value of collateral	realizable value of collateral	realizable value of collateral	realizable value of collateral	realizable value of collateral	▁115
595	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios
596	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
597	overdue and restructured loan ratio	overdue and restructured loan ratio	overdue and restructured loan ratio	overdue and restructured loan ratio	overdue and restructured loan ratio	▁238
598	overseas branch	overseas branch	overseas branch	overseas branch	overseas branch	overseas branch
599	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
600	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage
601	credit card loans	credit card loan	credit card loans	credit card loan	credit card loans	▁28
602	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios	delinquency ratios
603	interest rate	interest rate hike	interest rate	interest rate hike	interest rate	interest rate hike
604	bad doubtful debt	debt	bad doubtful debt	bad doubtful debt	bad doubtful debt	▁73
605	foreign exchange and derivative	foreign exchange and derivative	foreign exchange and derivative	foreign exchange and derivative	foreign exchange and derivative	foreign exchange and derivative
606	cost ratio	cost ratio	cost ratio	cost ratio	cost ratio	cost ratio
607	overall pre-tax operate profit	overall pre-tax operate profit	overall pre-tax operate profit	overall pre-tax operate profit	overall pre-tax operate profit	▁129
608	net interest income	net interest income	net interest income	net interest income	net interest income	net interest income
609	net interest margin	net interest margin	net interest margin	net interest margin	net interest margin	net interest margin
610	derivative	derivative	derivative	derivative	derivative	▁203
611	fee commission	and	fee commission	and	fee commission	▁224
612	financial market	financial market	financial market	financial market	financial market	financial market
613	cost ratio of retail bank	cost ratio of retail bank	cost ratio of retail bank	cost ratio of retail bank	cost ratio of retail bank	▁274
614	performance of retail banks	performance of retail banks	performance of retail banks	performance of retail banks	performance of retail banks	▁276
615	net interest margin	net interest margin	net interest margin	net interest margin	net interest margin	net interest margin
616	net interest margin of retail banks	net interest margin of retail banks	net interest margin of retail banks	net interest margin of retail banks	net interest margin of retail banks	▁275
617	cost ratio	cost ratio	cost ratio	cost ratio	cost ratio	cost ratio
618	cost ratio of retail banks	cost ratio of retail bank	cost ratio of retail banks	cost ratio of retail bank	cost ratio of retail banks	▁274
619	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet
620	mainland china	mainland china	mainland china	mainland china	mainland china	mainland china
621	mainland china	mainland china	mainland china	mainland china	mainland china	▁3
622	mainland china	mainland china	mainland china	mainland china	mainland china	▁44
623	loan for use in hong kong	loan for use in hong kong	loan for use in hong kong	loan for use in hong kong	loan for use in hong kong	loan for use in hong kong
624	loan for use outside hong kong	loan for use outside hong kong	loan for use outside hong kong	loan for use outside hong kong	loan for use outside hong kong	loan for use outside hong kong
625	mark valuation	mark valuation	mark valuation	mark valuation	mark valuation	▁117
626	derivative	derivative	derivative	derivative	derivative	▁203
627	trade finance	trade finance	trade finance	trade finance	trade finance	trade finance
628	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet
629	balance sheet expand	balance sheet expand	balance sheet expand	balance sheet expand	balance sheet expand	▁233
630	deposit	▁6	deposit	deposit	deposit	deposit
631	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio
632	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet
633	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
634	capital adequacy levels	capital adequacy levels	capital adequacy levels	capital adequacy levels	capital adequacy levels	▁228
635	tier 1 capital ratio	tier 1 capital ratio	tier 1 capital ratio	tier 1 capital ratio	tier 1 capital ratio	tier 1 capital ratio
636	basel iii	basel iii	basel iii	basel iii	basel iii	basel iii
637	locally incorporate authorize institution	locally incorporate authorize institution	locally incorporate authorize institution	locally incorporated authorized institution	locally incorporate authorize institution	locally incorporate authorize institution
638	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio
639	position	position	position	capital position	position	▁229
640	deposits	▁6	deposits	deposit	deposits	deposit
641	locally incorporated authorized institution	locally incorporate authorize institution	locally incorporated authorized institution	locally incorporated authorized institution	locally incorporated authorized institution	locally incorporate authorize institution
642	consolidated capital ratios	consolidated capital ratios	consolidated capital ratios	consolidated capital ratios	consolidated capital ratios	▁191
643	locally incorporated authorized institution	locally incorporate authorize institution	locally incorporated authorized institution	locally incorporated authorized institution	locally incorporated authorized institution	locally incorporate authorize institution
644	consolidated leverage ratios	consolidated leverage ratios	consolidated leverage ratios	consolidated leverage ratios	consolidated leverage ratios	▁190
645	liquidity position	liquidity	liquidity position	liquidity	liquidity position	liquidity position
646	liquidity position	liquidity position	liquidity position	liquidity position	liquidity position	▁155
647	deposit	▁6	deposit	deposit	deposit	deposit
648	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment
649	customer deposit	customer deposit	customer deposit	customer deposit	customer deposit	customer deposit
650	statutory minimum requirement	statutory minimum	statutory minimum requirement	statutory minimum	statutory minimum requirement	statutory minimum requirement
651	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
652	liquidity position	liquidity position	liquidity position	liquidity position	liquidity position	▁155
653	macroeconomic environment	economic environment	macroeconomic environment	macroeconomic environment	macroeconomic environment	economic environment
654	funding ratio	funding ratio	funding ratio	funding ratio	funding ratio	funding ratios
655	authorized institution	authorized institution	authorized institution	authorized institution	authorized institution	▁116
656	liquidity ratios	liquidity	liquidity ratios	liquidity	liquidity ratios	liquidity position
657	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios
658	authorized institution	authorized institution	authorized institution	authorized institution	authorized institution	▁116
659	funding ratios	funding ratio	funding ratios	funding ratio	funding ratios	funding ratios
660	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
661	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
662	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁60
663	exchange and market	and money market	exchange and market	and money market	exchange and market	▁84
664	local stock market	kong market	local stock market	local stock market	local stock market	▁142
665	▔	dollar	▔	dollar	▔	hkd
666	us dollar	$	us dollar	us dollar	us dollar	us dollar
667	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
668	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁59
669	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁60
670	▔	dollar	▔	dollar	▔	hkd
671	us dollar	$	us dollar	us dollar	us dollar	us dollar
672	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve	us dollar reserve
673	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
674	currency board system	currency board system	currency board system	currency board system	currency board system	▁219
675	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
676	▔	monetary system	▔	monetary system	▔	monetary system
677	exchange fund bills	exchange fund bills	exchange fund bills	exchange fund bills	exchange fund bills	▁86
678	government circulate note and coin	government circulate note and coin	government circulate note and coin	government circulate note and coin	government circulate note and coin	▁125
679	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	▁186
680	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance	aggregate balance
681	certificates of indebtedness	certificates of indebtedness	certificates of indebtedness	certificates of indebtedness	certificates of indebtedness	certificates of indebtedness
